CustomerID,ActivityDate,ServiceUsed,UsageAmount,SessionDuration
CUST05033,2021-04-18,Mobile App,556.84,14.1
CUST02201,2021-04-20,Branch Visit,8263.86,41.28
CUST09090,2021-05-01,Website,113.97,32.9
CUST07029,2021-01-13,Mobile App,6428.01,5.84
CUST09249,2021-09-03,Mobile App,1921.87,37.67
CUST04085,2021-09-23,Branch Visit,7717.03,34.3
CUST09425,2021-11-11,ATM,7413.85,54.48
CUST05943,2021-10-27,ATM,515.42,11.1
CUST00923,2021-02-02,Branch Visit,4264.68,18.93
CUST09793,2021-12-25,Website,8969.6,37.58
CUST04108,2021-12-27,Branch Visit,5540.32,7.73
CUST04801,2021-09-30,Branch Visit,8918.01,51.94
CUST02558,2021-11-26,Website,8751.6,33.66
CUST04678,2021-02-15,Branch Visit,8561.56,14.99
CUST06405,2021-06-26,Mobile App,8224.83,28.97
CUST03579,2021-06-19,Website,2303.22,27.04
CUST02900,2021-05-11,ATM,8354.7,2.67
CUST04595,2021-09-17,Mobile App,3178.64,32.3
CUST07505,2021-11-17,ATM,4478.88,58.71
CUST04966,2021-07-16,ATM,7231.02,2.86
CUST09765,2021-12-10,ATM,1319.48,52.53
CUST00182,2021-03-08,Mobile App,2665.35,50.21
CUST03199,2021-10-06,Website,9423.63,20.63
CUST09722,2021-08-19,Mobile App,5881.91,56.46
CUST08300,2021-02-01,Website,4793.83,27.86
CUST09404,2021-08-14,Mobile App,7249.91,34.35
CUST04341,2021-07-20,ATM,9669.91,3.12
CUST05578,2021-04-20,Website,5766.69,58.1
CUST04176,2021-05-31,Website,7422.28,17.34
CUST06885,2021-06-15,ATM,5587.83,3.38
CUST04066,2021-11-24,ATM,5366.2,55.82
CUST09627,2021-10-15,Website,2859.36,46.16
CUST03794,2021-01-09,Mobile App,7992.45,47.59
CUST03813,2021-05-18,Branch Visit,7670.94,40.42
CUST07799,2021-09-19,Website,1929.13,55.49
CUST08968,2021-06-04,Website,3954.84,21.43
CUST01168,2021-03-01,Website,103.79,44.76
CUST04688,2021-03-14,Website,9291.3,58.25
CUST08198,2021-11-15,Website,5499.38,10.2
CUST08566,2021-09-04,Website,8224.1,14.11
CUST05636,2021-07-27,Mobile App,5145.31,13.78
CUST05029,2021-03-25,Branch Visit,3667.09,32.59
CUST06132,2021-04-24,Mobile App,6962.97,22.54
CUST03785,2021-12-04,ATM,8397.55,26.34
CUST04756,2021-12-12,Mobile App,8137.43,53.03
CUST05358,2021-04-06,ATM,7035.31,9.02
CUST04910,2021-09-10,Branch Visit,7237.79,27.94
CUST03779,2021-05-13,Website,6193.7,25.69
CUST06902,2021-01-23,Branch Visit,5298.53,13.26
CUST00599,2021-12-08,ATM,3345.72,24.8
CUST00772,2021-05-04,Mobile App,9070.06,5.81
CUST02259,2021-12-18,Mobile App,8932.2,42.37
CUST04123,2021-09-22,Mobile App,930.41,5.57
CUST03956,2021-02-01,ATM,4687.2,29.01
CUST06590,2021-01-12,Mobile App,3856.53,14.84
CUST08437,2021-06-24,ATM,2987.07,2.92
CUST01758,2021-01-23,Website,1738.21,48.79
CUST02879,2021-12-08,Mobile App,5238.46,36.81
CUST01742,2021-01-13,Mobile App,9843.58,26.96
CUST03859,2021-12-17,Mobile App,6227.03,55.71
CUST08644,2021-03-08,Branch Visit,197.77,59.8
CUST02114,2021-05-04,ATM,1859.24,29.16
CUST08860,2021-05-19,Mobile App,7107.33,12.73
CUST06668,2021-01-03,Mobile App,9621.65,6.71
CUST05787,2021-06-21,ATM,2679.19,24.07
CUST08522,2021-06-25,Branch Visit,2037.67,28.23
CUST05240,2021-09-30,Mobile App,3066.02,53.66
CUST09568,2021-04-14,Branch Visit,7501.46,38.69
CUST02929,2021-01-21,ATM,9942.96,6.93
CUST06357,2021-08-24,Branch Visit,4632.4,21.24
CUST02293,2021-12-24,Branch Visit,6969.5,47.63
CUST04808,2021-07-13,Website,3155.93,7.0
CUST05381,2021-06-07,Mobile App,1874.0,18.12
CUST01893,2021-03-31,Website,5227.03,25.6
CUST00391,2021-06-06,Mobile App,6275.83,42.54
CUST06151,2021-04-24,ATM,6017.45,57.78
CUST02433,2021-02-26,Website,696.18,9.69
CUST08934,2021-07-12,Mobile App,1708.48,34.31
CUST07302,2021-11-08,Website,1938.09,36.33
CUST01429,2021-11-11,Branch Visit,4859.84,6.68
CUST02974,2021-12-02,Mobile App,2748.89,15.42
CUST06696,2021-09-30,Branch Visit,5027.44,13.92
CUST06971,2021-10-20,Website,5948.75,6.75
CUST06930,2021-04-28,Website,8513.77,26.57
CUST00669,2021-01-07,Website,8866.12,9.3
CUST09733,2021-01-03,Mobile App,3108.52,10.45
CUST09212,2021-05-23,Branch Visit,9687.74,17.13
CUST02918,2021-01-22,Website,6755.6,39.54
CUST08502,2021-10-23,Website,6723.9,50.88
CUST00272,2021-07-20,Mobile App,5587.22,49.48
CUST00052,2021-06-24,Website,9428.18,16.37
CUST02070,2021-09-02,Branch Visit,5689.28,43.96
CUST04590,2021-07-28,Mobile App,1791.19,18.65
CUST02515,2021-08-21,ATM,2751.6,33.0
CUST07903,2021-11-25,Branch Visit,3819.44,24.31
CUST02867,2021-01-23,Mobile App,709.81,55.78
CUST06917,2021-09-03,Mobile App,1623.05,47.2
CUST08914,2021-09-01,ATM,7063.25,4.06
CUST08220,2021-11-17,ATM,6227.7,7.04
CUST03188,2021-05-16,Mobile App,6581.78,59.8
CUST02015,2021-04-14,Mobile App,2290.44,6.77
CUST02280,2021-06-22,Mobile App,2137.75,45.17
CUST06851,2021-12-03,Mobile App,6377.23,6.29
CUST08632,2021-01-27,Website,8683.79,54.27
CUST08438,2021-10-15,Website,5086.93,56.18
CUST00948,2021-12-07,Mobile App,5809.41,23.14
CUST00906,2021-08-27,Mobile App,4897.31,15.53
CUST00426,2021-03-02,Mobile App,4555.96,59.89
CUST06361,2021-07-01,Mobile App,3285.63,32.65
CUST07597,2021-08-20,ATM,3215.46,1.16
CUST07840,2021-05-05,Website,5199.03,46.32
CUST05784,2021-05-03,Website,2600.79,29.0
CUST01672,2021-12-02,Mobile App,5701.26,11.04
CUST09123,2021-12-25,Branch Visit,8034.2,35.99
CUST07128,2021-02-24,ATM,3426.34,21.23
CUST09083,2021-09-22,ATM,9680.07,4.14
CUST08755,2021-10-02,Website,5458.44,33.69
CUST02482,2021-02-10,Branch Visit,5016.27,48.78
CUST03920,2021-05-28,ATM,2961.85,8.77
CUST02234,2021-08-27,ATM,9079.41,17.93
CUST04357,2021-09-21,ATM,2422.1,39.32
CUST09551,2021-08-14,Website,8072.76,53.75
CUST00720,2021-10-17,Branch Visit,6834.64,40.03
CUST03102,2021-09-26,Branch Visit,5339.98,13.74
CUST07785,2021-10-05,Mobile App,9666.35,24.89
CUST02501,2021-07-25,ATM,5901.17,32.06
CUST00616,2021-04-29,Mobile App,3726.7,30.67
CUST05252,2021-06-16,Branch Visit,499.7,11.88
CUST08916,2021-02-14,Website,7805.32,30.06
CUST07499,2021-06-29,Mobile App,1197.03,57.64
CUST06410,2021-06-01,Mobile App,7283.62,16.39
CUST05014,2021-04-19,Website,8618.59,52.91
CUST06543,2021-07-17,ATM,9891.19,31.69
CUST04506,2021-12-25,ATM,2684.97,48.12
CUST08206,2021-11-22,ATM,1495.02,14.18
CUST06443,2021-09-20,Branch Visit,4001.59,24.92
CUST03232,2021-08-18,Website,6634.91,12.33
CUST06988,2021-06-24,ATM,5065.63,32.83
CUST06687,2021-12-26,Website,3976.01,23.66
CUST02212,2021-11-06,Website,2720.7,3.87
CUST02606,2021-01-21,Mobile App,6764.87,56.71
CUST09139,2021-12-30,Website,2649.53,36.98
CUST02603,2021-07-15,Mobile App,2623.04,47.56
CUST07529,2021-04-05,Mobile App,154.49,15.41
CUST06952,2021-09-09,ATM,6903.91,30.01
CUST03217,2021-08-19,Mobile App,7535.3,33.31
CUST03696,2021-03-25,ATM,9078.49,12.35
CUST05057,2021-10-27,Website,3823.89,45.76
CUST00408,2021-07-28,Website,5973.97,2.81
CUST01629,2021-09-20,Website,8082.53,23.79
CUST00602,2021-05-23,Branch Visit,346.2,41.39
CUST05251,2021-01-16,ATM,8156.51,9.07
CUST03339,2021-06-19,Branch Visit,4666.4,6.77
CUST05851,2021-02-16,ATM,6904.41,30.51
CUST00382,2021-11-24,Website,8864.35,33.03
CUST02360,2021-03-26,Website,2518.56,11.62
CUST06508,2021-08-14,Mobile App,4621.57,13.03
CUST08001,2021-08-06,Branch Visit,8493.94,58.24
CUST03907,2021-04-21,Mobile App,2036.5,53.32
CUST05138,2021-07-27,Website,7303.7,14.15
CUST09643,2021-01-25,Branch Visit,9088.55,33.58
CUST03509,2021-03-29,Website,5490.22,33.36
CUST09779,2021-10-26,ATM,2619.73,52.97
CUST01292,2021-02-25,ATM,2278.13,36.34
CUST08161,2021-01-20,Branch Visit,9168.08,35.85
CUST07580,2021-04-19,ATM,4083.64,7.13
CUST03860,2021-04-14,Branch Visit,617.63,29.32
CUST06529,2021-01-27,ATM,3230.13,25.73
CUST06985,2021-09-26,Mobile App,7686.45,44.41
CUST03571,2021-11-27,ATM,7559.11,44.61
CUST05585,2021-01-26,ATM,1662.06,7.01
CUST09919,2021-01-15,Branch Visit,1806.18,43.48
CUST08417,2021-11-22,Branch Visit,2386.03,12.63
CUST00828,2021-01-07,ATM,705.71,53.2
CUST06126,2021-01-12,Mobile App,2210.53,41.88
CUST03937,2021-04-17,Mobile App,8951.43,24.1
CUST06080,2021-08-18,ATM,6189.95,22.87
CUST02175,2021-02-19,Website,6066.02,14.92
CUST09293,2021-09-27,ATM,3468.61,1.07
CUST06228,2021-12-26,Branch Visit,476.64,2.41
CUST02767,2021-06-16,ATM,130.55,28.05
CUST06673,2021-08-08,Mobile App,3145.66,1.27
CUST04053,2021-03-03,ATM,575.72,34.28
CUST07289,2021-04-16,ATM,3014.53,24.53
CUST08319,2021-04-25,Branch Visit,5097.81,48.4
CUST02961,2021-08-25,Website,1890.48,40.47
CUST09630,2021-12-25,Branch Visit,751.76,28.13
CUST00188,2021-10-19,Website,1352.1,46.97
CUST05132,2021-06-29,Mobile App,975.24,32.84
CUST08276,2021-05-13,ATM,8132.51,54.84
CUST07335,2021-01-12,Branch Visit,8855.41,31.74
CUST06645,2021-10-13,ATM,4482.64,3.51
CUST04155,2021-10-07,Branch Visit,8740.6,31.47
CUST08287,2021-07-13,Website,6279.91,42.93
CUST07535,2021-06-24,Mobile App,3982.06,21.73
CUST05615,2021-04-20,ATM,4461.64,5.94
CUST08813,2021-09-13,Branch Visit,8567.89,1.18
CUST06273,2021-01-24,Website,7176.55,42.36
CUST07579,2021-08-23,Mobile App,9598.19,33.24
CUST06414,2021-03-27,ATM,1853.26,57.28
CUST04683,2021-10-18,Mobile App,9385.38,19.42
CUST05085,2021-07-30,Branch Visit,3782.44,59.87
CUST08099,2021-07-11,Mobile App,6875.66,52.99
CUST02106,2021-08-07,Branch Visit,2572.88,43.76
CUST05280,2021-03-01,Mobile App,6621.74,36.4
CUST05641,2021-12-05,Branch Visit,7889.29,21.65
CUST08018,2021-10-11,ATM,2584.18,11.47
CUST01452,2021-04-17,ATM,1775.75,6.79
CUST07417,2021-12-06,ATM,732.25,38.53
CUST09184,2021-06-20,Mobile App,267.97,12.06
CUST03861,2021-04-13,Website,1049.3,36.8
CUST07320,2021-11-04,Mobile App,9522.32,5.53
CUST04235,2021-06-10,Mobile App,8998.86,41.93
CUST06750,2021-10-23,Mobile App,6589.13,7.82
CUST07869,2021-12-18,Website,7978.2,41.81
CUST02121,2021-09-06,Branch Visit,8049.07,7.76
CUST04581,2021-05-16,Branch Visit,6352.29,15.13
CUST09869,2021-01-13,ATM,1311.37,47.61
CUST05822,2021-07-31,Branch Visit,7092.85,33.95
CUST04107,2021-10-16,Mobile App,7538.55,17.65
CUST00715,2021-09-14,ATM,6151.81,6.38
CUST02853,2021-08-29,Branch Visit,8603.2,28.57
CUST06299,2021-06-22,Branch Visit,3138.54,53.06
CUST02971,2021-10-29,Mobile App,5430.91,22.3
CUST08687,2021-09-26,Mobile App,8722.17,32.63
CUST02267,2021-12-12,Website,3648.66,9.53
CUST06612,2021-02-02,ATM,6286.76,30.28
CUST00404,2021-12-06,Website,9857.14,27.77
CUST02440,2021-09-08,Website,468.01,17.58
CUST05889,2021-10-31,Branch Visit,8501.31,7.63
CUST05155,2021-02-15,Branch Visit,7787.67,8.61
CUST07031,2021-07-19,Website,8505.12,6.56
CUST08795,2021-06-03,Mobile App,5354.58,51.76
CUST02801,2021-12-06,Website,9479.0,25.11
CUST00231,2021-09-16,Website,1556.09,5.48
CUST02430,2021-03-04,Website,4386.77,21.42
CUST06290,2021-05-27,Website,7773.18,43.39
CUST04518,2021-01-27,Branch Visit,7293.47,50.31
CUST06546,2021-10-01,Website,3801.11,9.53
CUST01611,2021-01-26,ATM,6152.05,49.55
CUST04553,2021-07-30,Branch Visit,8613.42,44.14
CUST07789,2021-03-26,Branch Visit,7133.64,44.34
CUST08015,2021-02-07,Branch Visit,6841.36,34.47
CUST03405,2021-05-04,Branch Visit,9173.04,24.71
CUST04034,2021-01-29,Branch Visit,6905.25,3.1
CUST09048,2021-02-03,Mobile App,8491.93,24.65
CUST05119,2021-08-09,Mobile App,4511.28,13.34
CUST02149,2021-01-12,ATM,1651.9,55.68
CUST00344,2021-10-06,Mobile App,1181.24,1.38
CUST02163,2021-12-12,Website,8645.22,59.26
CUST00879,2021-08-30,Branch Visit,4849.84,5.45
CUST03077,2021-04-04,Website,6615.06,50.67
CUST03642,2021-06-03,ATM,7321.06,48.37
CUST07397,2021-06-13,ATM,3601.62,45.8
CUST02470,2021-01-30,Website,3669.25,34.68
CUST06483,2021-06-08,Branch Visit,9726.5,25.59
CUST05136,2021-12-23,Website,7297.36,23.24
CUST06438,2021-10-04,Website,1755.07,26.87
CUST04504,2021-06-21,Website,6994.76,23.93
CUST02954,2021-09-03,Branch Visit,9092.98,48.48
CUST09108,2021-05-10,Website,1818.21,12.42
CUST07610,2021-04-29,ATM,2026.37,20.12
CUST05981,2021-03-13,Branch Visit,2263.04,40.35
CUST09940,2021-03-05,Branch Visit,5158.16,9.66
CUST04858,2021-01-21,Mobile App,9007.79,3.08
CUST01895,2021-02-23,ATM,3746.88,28.1
CUST07322,2021-06-21,Branch Visit,7913.34,56.8
CUST02159,2021-10-05,Website,3185.45,12.39
CUST04229,2021-09-25,Mobile App,1908.18,16.34
CUST01700,2021-09-21,Website,6506.57,7.06
CUST00235,2021-01-15,Mobile App,1735.36,28.93
CUST09965,2021-11-30,Website,8998.29,2.6
CUST02061,2021-10-16,Website,5921.86,40.14
CUST07594,2021-05-06,Branch Visit,963.38,35.35
CUST08076,2021-11-06,ATM,258.4,14.52
CUST08122,2021-03-12,ATM,6586.69,43.3
CUST00887,2021-03-28,ATM,7662.33,34.18
CUST03690,2021-08-19,Branch Visit,4208.09,57.2
CUST09550,2021-03-09,Branch Visit,7814.35,57.34
CUST01835,2021-03-31,Mobile App,2808.44,38.22
CUST07129,2021-02-27,Branch Visit,6756.02,29.91
CUST06424,2021-05-20,Branch Visit,1397.8,38.86
CUST04067,2021-05-26,Mobile App,9164.9,8.25
CUST07852,2021-03-12,Mobile App,561.79,24.49
CUST07302,2021-03-17,Branch Visit,6727.85,52.35
CUST01559,2021-07-11,Website,6407.5,11.85
CUST02484,2021-02-13,Website,5961.47,11.02
CUST04915,2021-12-19,Branch Visit,9651.69,38.22
CUST03952,2021-04-01,Website,1436.99,41.55
CUST05464,2021-10-29,Website,1808.68,29.59
CUST04434,2021-08-24,ATM,9106.98,22.58
CUST06095,2021-10-18,Branch Visit,1421.98,6.7
CUST05158,2021-10-19,Branch Visit,3515.03,9.33
CUST04608,2021-10-26,Website,9914.48,33.7
CUST02200,2021-04-28,Website,6659.16,44.33
CUST09182,2021-12-23,Website,2765.62,32.62
CUST08227,2021-08-10,Website,4736.55,42.36
CUST01519,2021-06-11,Website,5828.11,12.8
CUST05849,2021-03-28,Branch Visit,2286.79,33.28
CUST08011,2021-02-10,Branch Visit,1752.69,18.65
CUST06063,2021-01-25,Mobile App,6713.44,34.71
CUST06307,2021-09-22,Website,9695.34,32.95
CUST06804,2021-01-20,ATM,4541.88,30.84
CUST07145,2021-09-06,Mobile App,251.23,32.81
CUST00683,2021-05-02,ATM,9723.02,15.12
CUST04831,2021-12-10,ATM,9674.33,57.89
CUST09212,2021-03-13,ATM,6648.63,53.76
CUST06128,2021-02-01,Website,4879.51,9.41
CUST08766,2021-08-26,Mobile App,9790.92,10.57
CUST09487,2021-11-01,ATM,2765.21,13.38
CUST03234,2021-09-26,ATM,5005.43,27.96
CUST09163,2021-01-25,Mobile App,6050.97,50.66
CUST09520,2021-12-31,Mobile App,7942.8,43.21
CUST09900,2021-07-21,Mobile App,2623.69,14.19
CUST05669,2021-08-25,Branch Visit,4031.26,1.65
CUST08003,2021-05-09,ATM,7778.66,5.43
CUST02865,2021-11-09,ATM,5107.0,33.22
CUST07058,2021-04-07,Website,1743.33,22.32
CUST02167,2021-09-06,Website,7814.56,29.69
CUST04566,2021-12-22,Mobile App,1179.79,4.47
CUST00644,2021-11-11,ATM,7928.39,55.25
CUST09031,2021-06-25,Branch Visit,1338.42,22.23
CUST02250,2021-01-12,Website,5446.01,53.25
CUST02044,2021-11-28,ATM,3282.61,18.94
CUST06643,2021-07-27,Website,3888.89,13.59
CUST09928,2021-05-25,Branch Visit,7054.57,58.56
CUST09290,2021-05-28,ATM,9330.8,44.11
CUST09679,2021-11-07,ATM,5317.51,8.91
CUST02467,2021-03-06,Mobile App,5237.78,13.86
CUST03472,2021-01-02,Mobile App,6564.98,9.25
CUST01911,2021-12-17,Branch Visit,2283.92,4.77
CUST05688,2021-11-06,Mobile App,4891.38,59.13
CUST00211,2021-05-20,ATM,6645.29,3.99
CUST02328,2021-05-12,Website,3488.91,5.02
CUST01079,2021-05-15,ATM,3337.81,42.92
CUST06420,2021-12-02,Branch Visit,2899.61,3.94
CUST08640,2021-12-08,Website,9592.9,52.33
CUST09859,2021-04-12,Website,4842.28,34.75
CUST09671,2021-09-12,Website,6749.41,9.99
CUST02635,2021-11-18,Branch Visit,4073.47,47.89
CUST04540,2021-11-27,Mobile App,7825.69,13.49
CUST09981,2021-10-13,Branch Visit,8542.51,29.74
CUST08804,2021-06-04,Website,7343.87,42.75
CUST02074,2021-08-21,Website,7065.73,32.91
CUST05912,2021-07-21,Branch Visit,2768.55,49.51
CUST01947,2021-12-13,Mobile App,872.64,16.98
CUST03815,2021-08-23,Website,6031.49,41.36
CUST06208,2021-12-27,Branch Visit,8656.57,53.01
CUST06683,2021-11-03,Mobile App,9878.76,14.97
CUST02442,2021-10-31,ATM,5831.94,42.79
CUST07788,2021-09-01,Mobile App,2709.69,43.83
CUST03560,2021-05-09,ATM,4671.6,24.3
CUST06712,2021-06-07,Mobile App,4338.09,28.37
CUST00635,2021-02-17,ATM,748.41,14.58
CUST05819,2021-09-08,ATM,1163.91,10.72
CUST08572,2021-05-15,Mobile App,1501.57,44.54
CUST07142,2021-10-16,Mobile App,408.9,34.13
CUST03573,2021-04-25,ATM,7427.74,46.19
CUST01095,2021-10-31,Mobile App,5786.45,26.25
CUST05891,2021-02-15,ATM,5159.38,26.88
CUST04407,2021-09-10,Mobile App,6767.99,18.62
CUST04285,2021-03-24,Mobile App,116.94,47.75
CUST08548,2021-04-19,ATM,7019.04,5.56
CUST06326,2021-01-06,Website,2093.06,8.82
CUST07802,2021-11-04,Mobile App,2043.7,15.13
CUST06463,2021-06-29,Website,4310.89,51.24
CUST02270,2021-06-29,Mobile App,6732.01,1.44
CUST07813,2021-10-17,Branch Visit,6315.4,38.11
CUST00640,2021-04-21,Website,4941.16,58.31
CUST08375,2021-11-14,ATM,6756.1,12.93
CUST03624,2021-04-17,Website,461.71,27.27
CUST09537,2021-11-03,ATM,3193.96,38.45
CUST00228,2021-06-28,ATM,8099.2,8.1
CUST04791,2021-07-13,Website,784.12,6.96
CUST08005,2021-04-15,Mobile App,6448.66,43.54
CUST09616,2021-06-24,Website,5374.7,19.63
CUST03714,2021-03-27,Branch Visit,2898.6,38.76
CUST05962,2021-01-22,Website,2750.16,15.67
CUST06633,2021-09-07,Mobile App,8953.51,19.58
CUST07129,2021-02-26,Branch Visit,9585.41,34.68
CUST01950,2021-09-27,Mobile App,837.38,6.85
CUST00520,2021-07-29,Website,8520.1,21.85
CUST09416,2021-02-05,Branch Visit,1909.66,24.76
CUST02947,2021-09-07,Website,6783.74,37.98
CUST03914,2021-10-08,Website,4104.01,41.2
CUST02346,2021-08-03,Mobile App,2451.99,44.86
CUST08666,2021-07-19,Mobile App,8746.7,40.07
CUST00099,2021-03-27,Branch Visit,9840.73,32.88
CUST00775,2021-02-23,Mobile App,3158.72,35.68
CUST07369,2021-01-25,Mobile App,2356.97,39.42
CUST00035,2021-01-18,ATM,7069.94,32.73
CUST07739,2021-04-27,Mobile App,2804.45,8.45
CUST03346,2021-12-20,Branch Visit,2293.65,51.52
CUST03213,2021-06-05,ATM,436.55,51.33
CUST00039,2021-09-02,Branch Visit,8560.99,24.47
CUST00214,2021-02-17,Mobile App,1505.17,8.71
CUST03875,2021-05-20,ATM,6214.06,50.98
CUST00794,2021-07-17,Mobile App,9512.31,21.88
CUST07762,2021-07-08,ATM,637.55,45.34
CUST00359,2021-06-01,ATM,2194.29,59.11
CUST05795,2021-01-22,ATM,8278.25,59.25
CUST03123,2021-03-17,ATM,5366.98,27.89
CUST09280,2021-01-18,Website,7137.78,11.87
CUST05770,2021-02-10,ATM,8866.65,25.08
CUST05618,2021-04-24,Branch Visit,9023.14,47.44
CUST03704,2021-03-04,Mobile App,1753.18,37.97
CUST07893,2021-01-09,Branch Visit,3776.38,44.54
CUST02978,2021-01-05,Website,6279.61,39.17
CUST07477,2021-03-17,Branch Visit,8806.69,25.65
CUST07526,2021-05-28,Branch Visit,600.86,27.78
CUST05941,2021-08-13,Branch Visit,1695.23,12.15
CUST08824,2021-03-18,Website,1419.44,49.96
CUST02113,2021-12-15,ATM,6317.33,9.5
CUST03678,2021-02-06,Branch Visit,5060.95,7.37
CUST06736,2021-07-02,Mobile App,5742.57,26.94
CUST04286,2021-10-13,Website,3452.29,28.84
CUST04313,2021-10-15,Website,5005.85,21.15
CUST03476,2021-01-15,Mobile App,8926.03,37.28
CUST05410,2021-04-30,ATM,6005.09,3.77
CUST03290,2021-12-27,Branch Visit,9785.87,51.04
CUST08343,2021-12-01,Branch Visit,3062.66,37.65
CUST08059,2021-03-10,Mobile App,592.94,1.08
CUST01579,2021-05-26,Website,1589.5,52.38
CUST08601,2021-08-17,ATM,3475.74,10.07
CUST08869,2021-09-09,Website,4366.4,58.98
CUST08421,2021-08-24,ATM,8730.24,32.84
CUST04015,2021-06-06,Website,4459.58,8.31
CUST04811,2021-05-02,Mobile App,1723.83,14.62
CUST07331,2021-02-01,Mobile App,8253.55,45.14
CUST05134,2021-12-07,Branch Visit,1289.8,7.22
CUST00310,2021-01-09,Branch Visit,3519.92,1.74
CUST02766,2021-05-09,Mobile App,3844.91,4.69
CUST04808,2021-03-19,ATM,9040.61,18.63
CUST07690,2021-12-10,Branch Visit,753.83,43.95
CUST08303,2021-09-05,Branch Visit,5782.46,17.81
CUST02698,2021-08-04,ATM,9526.54,39.17
CUST05564,2021-08-02,ATM,1480.39,51.41
CUST07236,2021-05-31,Mobile App,312.3,50.45
CUST08825,2021-07-10,ATM,3367.29,36.98
CUST06788,2021-12-11,Website,6322.26,22.72
CUST07605,2021-01-16,ATM,5409.97,46.41
CUST03376,2021-01-04,Website,7083.47,50.21
CUST07152,2021-08-10,ATM,2661.85,43.47
CUST01788,2021-01-28,Mobile App,8340.28,57.59
CUST07062,2021-05-24,Website,1429.44,58.04
CUST04558,2021-10-08,Mobile App,9774.81,28.54
CUST06940,2021-01-16,ATM,9883.04,42.67
CUST07234,2021-03-14,ATM,8693.81,42.05
CUST04056,2021-03-15,ATM,1765.77,46.69
CUST05716,2021-02-24,Mobile App,2518.07,28.86
CUST08321,2021-03-27,ATM,3978.83,38.03
CUST08001,2021-01-26,Mobile App,9266.51,53.54
CUST07935,2021-12-22,Branch Visit,3855.37,15.41
CUST05995,2021-03-25,Website,3939.28,57.99
CUST05227,2021-08-17,Branch Visit,9471.17,56.85
CUST03039,2021-12-09,Branch Visit,7843.59,34.67
CUST05502,2021-01-31,Mobile App,788.75,11.82
CUST04674,2021-02-01,Mobile App,1015.58,20.22
CUST00721,2021-08-20,Mobile App,7733.0,9.71
CUST04971,2021-07-01,Branch Visit,5168.35,7.19
CUST00783,2021-03-20,Branch Visit,1497.99,34.48
CUST01526,2021-02-20,Website,1696.38,48.71
CUST04589,2021-12-09,Mobile App,9525.03,7.78
CUST06510,2021-02-20,Branch Visit,7641.82,26.48
CUST05477,2021-04-17,ATM,4484.8,58.3
CUST03929,2021-03-11,Mobile App,2178.27,32.36
CUST05252,2021-09-10,Branch Visit,4763.15,31.64
CUST01946,2021-02-24,Website,4135.88,3.33
CUST01628,2021-08-03,ATM,1547.43,3.6
CUST09067,2021-09-30,Branch Visit,1330.39,18.45
CUST02145,2021-12-25,Website,4386.03,23.9
CUST04411,2021-06-05,Mobile App,9708.83,58.88
CUST06380,2021-11-29,Branch Visit,4195.77,5.16
CUST04671,2021-12-26,ATM,531.7,9.51
CUST03646,2021-09-17,ATM,538.18,32.61
CUST06590,2021-04-01,Branch Visit,7990.38,54.85
CUST04304,2021-02-28,ATM,3536.51,15.48
CUST07376,2021-12-06,Mobile App,8417.0,3.68
CUST05406,2021-02-14,Website,8632.66,26.47
CUST07757,2021-11-19,ATM,9912.56,59.69
CUST01742,2021-01-12,Mobile App,6288.12,36.76
CUST00560,2021-11-18,Website,3722.83,47.86
CUST07951,2021-03-31,Branch Visit,5267.95,53.71
CUST05654,2021-07-23,Mobile App,2564.96,59.64
CUST05479,2021-02-09,ATM,5043.62,45.14
CUST09500,2021-09-06,Branch Visit,7138.87,54.29
CUST06250,2021-05-21,Mobile App,5749.06,54.73
CUST02014,2021-03-24,Website,9367.25,1.84
CUST03559,2021-02-14,Mobile App,8640.94,10.13
CUST04978,2021-06-12,Mobile App,1340.14,45.79
CUST04571,2021-08-05,ATM,1792.09,57.95
CUST02581,2021-03-09,Mobile App,1490.99,25.99
CUST09432,2021-01-06,ATM,2121.71,28.21
CUST04477,2021-03-02,Branch Visit,590.16,22.42
CUST08188,2021-05-10,Mobile App,5539.66,23.55
CUST05624,2021-01-01,Website,1234.13,53.46
CUST02802,2021-02-02,Mobile App,2123.4,20.79
CUST03373,2021-05-06,Website,3245.09,47.99
CUST02311,2021-07-06,Mobile App,5229.23,3.75
CUST06656,2021-12-22,Branch Visit,2467.03,21.21
CUST09799,2021-09-15,Branch Visit,204.88,45.77
CUST09002,2021-02-26,Branch Visit,1484.38,34.53
CUST01076,2021-09-03,ATM,5258.2,57.19
CUST01751,2021-04-17,Branch Visit,735.93,33.14
CUST05966,2021-11-30,Mobile App,216.2,37.29
CUST03883,2021-10-25,Website,9484.07,51.21
CUST01661,2021-06-08,ATM,4437.55,23.73
CUST04496,2021-02-14,Website,957.18,3.05
CUST01534,2021-03-18,Website,8313.24,26.1
CUST04079,2021-08-01,Website,6887.1,9.15
CUST06686,2021-02-12,ATM,9471.95,35.7
CUST09757,2021-09-05,Branch Visit,6454.74,56.0
CUST07180,2021-05-05,Website,4496.04,38.67
CUST02907,2021-10-09,Mobile App,9573.24,20.16
CUST07182,2021-11-12,ATM,4464.87,49.26
CUST07647,2021-01-26,ATM,7064.39,34.76
CUST04026,2021-11-22,Branch Visit,1135.12,3.16
CUST08705,2021-06-25,Website,7327.1,7.1
CUST06712,2021-08-07,Website,525.22,38.35
