CustomerID,BillDate,Amount,PaymentStatus,PaymentMethod,PaymentDate
CUST05260,2021-06-01,10391.91,Late,UPI,2021-06-08
CUST02137,2021-09-29,9871.38,Late,Wallet,2021-10-12
CUST08250,2021-11-30,14643.45,Late,UPI,2021-12-15
CUST05930,2021-05-02,9043.03,Paid,Wallet,2021-05-03
CUST01717,2021-03-30,6083.15,Paid,Wallet,2021-04-03
CUST00328,2021-10-08,7466.27,Paid,Card,2021-10-08
CUST04298,2021-10-23,2047.32,Paid,Card,2021-10-26
CUST01984,2021-05-16,15066.85,Missed,Net Banking,
CUST02717,2021-09-29,19549.61,Late,Card,2021-10-09
CUST08055,2021-02-19,4271.19,Paid,UPI,2021-02-24
CUST02342,2021-05-11,3894.29,Paid,UPI,2021-05-13
CUST02537,2021-07-27,6469.37,Paid,Wallet,2021-07-29
CUST04600,2021-03-25,3906.63,Paid,Wallet,2021-03-30
CUST09476,2021-04-17,8223.07,Paid,Card,2021-04-18
CUST03443,2021-08-01,10160.83,Late,Net Banking,2021-08-10
CUST09300,2021-11-10,18908.96,Paid,Card,2021-11-15
CUST05008,2021-02-09,19771.57,Late,Net Banking,2021-02-21
CUST02221,2021-05-29,2197.64,Paid,Card,2021-05-31
CUST08895,2021-04-04,16337.43,Late,Wallet,2021-04-17
CUST04256,2021-06-01,10029.99,Late,Card,2021-06-15
CUST02952,2021-06-11,5048.16,Paid,UPI,2021-06-13
CUST08938,2021-06-06,10034.08,Paid,Wallet,2021-06-08
CUST01850,2021-03-10,3457.93,Paid,Wallet,2021-03-15
CUST05907,2021-12-04,4585.45,Late,Net Banking,2021-12-13
CUST04007,2021-03-08,17193.03,Paid,Card,2021-03-11
CUST08158,2021-08-15,5989.0,Paid,UPI,2021-08-20
CUST02163,2021-11-03,14224.2,Paid,Card,2021-11-08
CUST04069,2021-11-04,2531.23,Paid,UPI,2021-11-07
CUST03018,2021-09-15,4965.86,Late,Card,2021-09-22
CUST09489,2021-12-02,10123.29,Late,Card,2021-12-15
CUST01890,2021-07-11,3065.27,Late,UPI,2021-07-21
CUST01680,2021-11-01,15849.42,Paid,Card,2021-11-05
CUST02639,2021-08-25,18255.59,Late,Card,2021-09-01
CUST09362,2021-10-13,15207.11,Paid,Net Banking,2021-10-18
CUST02762,2021-11-30,13643.28,Paid,UPI,2021-11-30
CUST07486,2021-12-19,13778.52,Paid,UPI,2021-12-19
CUST06498,2021-09-14,941.73,Paid,UPI,2021-09-15
CUST08067,2021-12-26,3399.19,Paid,UPI,2021-12-30
CUST08385,2021-05-31,6830.71,Late,Card,2021-06-10
CUST07487,2021-08-12,9714.6,Paid,Card,2021-08-16
CUST05455,2021-06-21,4725.08,Paid,Card,2021-06-24
CUST07764,2021-06-25,3879.9,Paid,Card,2021-06-25
CUST05292,2021-07-30,8104.47,Missed,Net Banking,
CUST09068,2021-02-08,19440.42,Paid,Wallet,2021-02-09
CUST00441,2021-02-20,7597.12,Paid,Net Banking,2021-02-20
CUST02833,2021-12-27,15775.35,Paid,Card,2021-12-30
CUST08626,2021-12-27,7426.23,Paid,Card,2022-01-01
CUST01371,2021-09-07,2373.93,Paid,Wallet,2021-09-08
CUST06317,2021-05-15,14089.33,Paid,UPI,2021-05-16
CUST01360,2021-02-03,13060.06,Paid,UPI,2021-02-07
CUST05248,2021-12-27,14154.49,Paid,Wallet,2021-12-29
CUST02955,2021-11-10,4622.11,Late,Wallet,2021-11-16
CUST09575,2021-03-12,16251.87,Paid,UPI,2021-03-17
CUST06913,2021-01-17,12118.23,Paid,Net Banking,2021-01-22
CUST07221,2021-01-31,19945.88,Paid,Net Banking,2021-02-02
CUST02419,2021-06-18,16670.39,Paid,Net Banking,2021-06-20
CUST05240,2021-02-28,2540.46,Missed,Wallet,
CUST06121,2021-08-05,12312.3,Paid,Wallet,2021-08-07
CUST05165,2021-06-12,19451.78,Late,Wallet,2021-07-01
CUST07142,2021-07-15,616.99,Paid,Card,2021-07-17
CUST02905,2021-04-04,4647.45,Paid,Wallet,2021-04-08
CUST08844,2021-07-05,10678.07,Paid,Wallet,2021-07-05
CUST05022,2021-03-15,15245.07,Paid,Wallet,2021-03-15
CUST08877,2021-07-11,13977.53,Paid,Net Banking,2021-07-14
CUST00396,2021-08-08,18183.74,Paid,Net Banking,2021-08-08
CUST07041,2021-09-02,9438.09,Late,Wallet,2021-09-08
CUST08909,2021-07-21,3014.91,Paid,Net Banking,2021-07-21
CUST06002,2021-09-27,902.96,Late,Card,2021-10-04
CUST06172,2021-02-24,1357.48,Paid,Card,2021-02-28
CUST01077,2021-04-21,7366.84,Late,Card,2021-05-04
CUST07053,2021-03-15,9524.84,Late,UPI,2021-03-31
CUST01342,2021-01-09,18310.24,Late,Wallet,2021-01-21
CUST05471,2021-01-18,10949.27,Late,Wallet,2021-01-27
CUST07345,2021-05-21,7852.36,Late,Net Banking,2021-06-09
CUST01932,2021-03-26,7576.99,Late,UPI,2021-04-05
CUST08963,2021-10-17,1616.98,Paid,Card,2021-10-21
CUST06403,2021-04-25,5808.02,Paid,Wallet,2021-04-28
CUST03158,2021-06-23,13841.22,Late,UPI,2021-07-05
CUST09084,2021-03-05,8220.73,Late,UPI,2021-03-12
CUST04275,2021-12-25,19328.43,Paid,Card,2021-12-27
CUST02721,2021-07-26,14061.03,Paid,Wallet,2021-07-29
CUST01540,2021-10-16,5470.37,Paid,Wallet,2021-10-21
CUST01738,2021-06-11,15347.32,Paid,UPI,2021-06-12
CUST06951,2021-06-08,17185.87,Paid,Wallet,2021-06-08
CUST07910,2021-07-31,11833.83,Paid,Card,2021-08-04
CUST08108,2021-10-06,15220.0,Paid,Card,2021-10-07
CUST07665,2021-10-21,17570.02,Late,Net Banking,2021-10-29
CUST09625,2021-06-06,7816.65,Paid,Net Banking,2021-06-07
CUST03365,2021-02-27,9522.62,Late,Net Banking,2021-03-06
CUST07841,2021-07-30,7976.32,Paid,Wallet,2021-08-04
CUST07742,2021-12-05,9070.65,Paid,Net Banking,2021-12-07
CUST02160,2021-07-03,3567.51,Paid,UPI,2021-07-04
CUST07897,2021-02-11,18625.73,Paid,UPI,2021-02-15
CUST00276,2021-12-29,8218.41,Paid,Card,2021-12-29
CUST02329,2021-04-23,5211.23,Paid,Card,2021-04-28
CUST01968,2021-05-12,661.48,Paid,Wallet,2021-05-17
CUST05543,2021-03-21,3040.87,Missed,Wallet,
CUST04582,2021-10-24,13183.99,Late,Wallet,2021-11-06
CUST04938,2021-05-19,4462.43,Paid,UPI,2021-05-24
CUST04838,2021-05-03,7676.31,Paid,Card,2021-05-05
CUST04978,2021-12-11,17222.56,Paid,Wallet,2021-12-11
CUST08588,2021-06-24,19018.4,Paid,Net Banking,2021-06-28
CUST01277,2021-10-17,15174.21,Late,UPI,2021-11-03
CUST07501,2021-12-30,2107.13,Paid,Wallet,2022-01-04
CUST00451,2021-10-16,14210.45,Paid,Card,2021-10-16
CUST00660,2021-09-03,12525.44,Paid,UPI,2021-09-03
CUST03092,2021-03-14,11868.95,Paid,Card,2021-03-17
CUST01598,2021-10-20,16376.53,Paid,UPI,2021-10-22
CUST05869,2021-10-13,10400.21,Late,UPI,2021-10-19
CUST05672,2021-02-18,10842.72,Paid,Card,2021-02-23
CUST00137,2021-05-24,2101.38,Paid,Net Banking,2021-05-29
CUST08042,2021-09-25,5625.47,Paid,Wallet,2021-09-30
CUST08024,2021-11-10,15637.33,Missed,Net Banking,
CUST03063,2021-06-22,1553.42,Paid,Card,2021-06-25
CUST05812,2021-06-16,3761.04,Late,Card,2021-06-27
CUST01299,2021-12-22,8374.92,Paid,Card,2021-12-23
CUST02357,2021-08-05,10593.82,Late,Net Banking,2021-08-11
CUST07657,2021-07-01,2421.49,Paid,Card,2021-07-01
CUST02590,2021-09-15,8936.43,Missed,Wallet,
CUST05571,2021-03-15,6928.07,Late,Wallet,2021-03-30
CUST09035,2021-05-04,19401.18,Missed,Net Banking,
CUST05006,2021-03-29,16095.62,Paid,Net Banking,2021-04-02
CUST03881,2021-01-11,14627.88,Missed,Card,
CUST03320,2021-12-27,13124.87,Paid,Card,2021-12-30
CUST06475,2021-06-18,4789.91,Paid,Card,2021-06-19
CUST06672,2021-10-01,4566.63,Paid,Wallet,2021-10-04
CUST08608,2021-10-09,14237.45,Paid,UPI,2021-10-11
CUST04409,2021-06-02,17242.28,Paid,Wallet,2021-06-04
CUST04648,2021-03-02,8558.05,Paid,UPI,2021-03-04
CUST01733,2021-11-19,11318.51,Paid,UPI,2021-11-20
CUST04825,2021-03-26,8696.16,Paid,Card,2021-03-29
CUST00626,2021-03-26,6314.16,Paid,UPI,2021-03-29
CUST07010,2021-07-06,14476.85,Paid,UPI,2021-07-07
CUST01423,2021-09-03,17383.49,Late,Net Banking,2021-09-19
CUST00958,2021-11-11,2878.67,Late,UPI,2021-11-24
CUST04325,2021-09-07,6339.54,Paid,Net Banking,2021-09-08
CUST04344,2021-09-10,19237.65,Late,Card,2021-09-30
CUST02588,2021-03-29,4275.2,Paid,Net Banking,2021-03-31
CUST02047,2021-09-21,6724.68,Late,UPI,2021-09-27
CUST01541,2021-11-12,12336.45,Late,UPI,2021-11-30
CUST05529,2021-09-03,16351.39,Late,Card,2021-09-17
CUST00535,2021-09-24,12442.63,Paid,Card,2021-09-29
CUST07523,2021-07-25,9013.01,Paid,Net Banking,2021-07-28
CUST07613,2021-01-08,9025.9,Paid,Card,2021-01-09
CUST06481,2021-12-15,4888.07,Late,Card,2021-12-25
CUST00061,2021-06-16,15723.66,Late,Wallet,2021-06-22
CUST08422,2021-11-21,7721.0,Paid,Net Banking,2021-11-24
CUST01167,2021-02-05,3918.28,Paid,Wallet,2021-02-10
CUST01270,2021-08-19,6154.72,Paid,UPI,2021-08-24
CUST07954,2021-07-16,5785.32,Paid,Card,2021-07-19
CUST07401,2021-02-19,3581.23,Missed,Net Banking,
CUST05001,2021-06-15,19003.79,Paid,Wallet,2021-06-17
CUST06670,2021-11-29,15202.67,Missed,Net Banking,
CUST01823,2021-09-27,16531.42,Paid,Net Banking,2021-10-02
CUST06483,2021-06-25,14291.16,Paid,Card,2021-06-29
CUST06663,2021-02-25,3818.6,Late,UPI,2021-03-09
CUST09868,2021-12-17,8778.73,Paid,Card,2021-12-20
CUST07193,2021-08-05,1485.81,Paid,Net Banking,2021-08-08
CUST06117,2021-03-15,1666.41,Paid,Card,2021-03-20
CUST09060,2021-06-28,9838.51,Paid,Net Banking,2021-06-28
CUST05264,2021-08-10,19585.2,Late,Card,2021-08-30
CUST02078,2021-08-14,4391.56,Paid,Card,2021-08-19
CUST03614,2021-03-24,5902.41,Late,Wallet,2021-04-10
CUST04531,2021-09-11,4033.99,Missed,UPI,
CUST00507,2021-09-11,639.26,Paid,UPI,2021-09-12
CUST06362,2021-03-25,9363.63,Paid,Card,2021-03-29
CUST05193,2021-03-20,8213.3,Paid,Card,2021-03-21
CUST01146,2021-05-19,11777.31,Paid,Wallet,2021-05-21
CUST04553,2021-08-17,6279.9,Paid,Wallet,2021-08-18
CUST02655,2021-08-21,6222.5,Paid,Net Banking,2021-08-25
CUST01019,2021-11-08,5542.26,Paid,Wallet,2021-11-13
CUST03789,2021-06-10,11981.06,Paid,Wallet,2021-06-11
CUST04623,2021-06-03,13920.85,Paid,UPI,2021-06-06
CUST06657,2021-05-02,5685.13,Paid,UPI,2021-05-07
CUST07381,2021-03-05,2746.95,Late,Card,2021-03-25
CUST00002,2021-08-11,13528.35,Paid,Card,2021-08-11
CUST06682,2021-08-17,673.37,Paid,Card,2021-08-19
CUST02677,2021-08-11,6123.27,Late,Net Banking,2021-08-27
CUST09942,2021-12-06,18717.62,Late,Net Banking,2021-12-17
CUST04565,2021-11-04,15387.2,Paid,UPI,2021-11-07
CUST06097,2021-02-27,2164.29,Paid,UPI,2021-03-03
CUST09121,2021-03-28,11989.51,Paid,Net Banking,2021-03-28
CUST01536,2021-07-13,2023.77,Paid,Wallet,2021-07-17
CUST01238,2021-05-01,9676.62,Paid,Net Banking,2021-05-04
CUST09651,2021-09-10,9395.26,Paid,Net Banking,2021-09-13
CUST09241,2021-12-07,17784.56,Paid,Net Banking,2021-12-11
CUST07480,2021-09-16,9192.33,Paid,Card,2021-09-20
CUST02275,2021-11-05,1112.57,Missed,Wallet,
CUST07218,2021-05-15,12699.38,Paid,Card,2021-05-16
CUST01778,2021-10-19,10126.73,Paid,Wallet,2021-10-21
CUST03114,2021-05-14,13155.65,Late,Wallet,2021-05-21
CUST05120,2021-11-09,4104.39,Paid,Net Banking,2021-11-11
CUST02121,2021-04-08,13207.98,Missed,Card,
CUST07315,2021-09-29,9748.13,Late,Card,2021-10-10
CUST08738,2021-07-24,17160.98,Late,Net Banking,2021-08-13
CUST03203,2021-09-10,14148.56,Late,Wallet,2021-09-17
CUST09947,2021-09-01,3373.24,Paid,Card,2021-09-02
CUST03861,2021-01-08,12266.46,Paid,Wallet,2021-01-08
CUST03441,2021-12-03,854.4,Paid,Card,2021-12-06
CUST07268,2021-07-07,16916.98,Paid,Net Banking,2021-07-10
CUST04438,2021-01-15,17460.08,Paid,Net Banking,2021-01-17
CUST08568,2021-01-18,14043.96,Paid,UPI,2021-01-19
CUST08920,2021-05-31,14577.44,Paid,Card,2021-06-05
CUST05674,2021-05-14,9567.82,Paid,Wallet,2021-05-19
CUST03836,2021-07-02,11558.89,Missed,Card,
CUST04531,2021-09-27,19218.02,Paid,UPI,2021-09-29
CUST04047,2021-07-16,7271.02,Paid,Wallet,2021-07-20
CUST04907,2021-07-27,17310.22,Paid,UPI,2021-07-28
CUST04815,2021-04-13,11120.09,Missed,Card,
CUST06298,2021-11-29,4292.17,Paid,UPI,2021-12-02
CUST02571,2021-05-26,19412.0,Paid,Card,2021-05-26
CUST02448,2021-01-22,4855.64,Late,Wallet,2021-02-04
CUST01112,2021-01-12,18803.49,Missed,Net Banking,
CUST05705,2021-02-15,5658.36,Paid,Wallet,2021-02-20
CUST01205,2021-03-16,13755.34,Paid,Wallet,2021-03-19
CUST02349,2021-01-17,8032.97,Paid,Card,2021-01-17
CUST03846,2021-04-22,4221.15,Paid,Net Banking,2021-04-22
CUST03763,2021-03-24,16780.36,Paid,Net Banking,2021-03-29
CUST00514,2021-09-05,5487.42,Late,Card,2021-09-11
CUST06907,2021-03-31,1867.98,Late,UPI,2021-04-11
CUST07123,2021-10-19,14009.13,Paid,Card,2021-10-20
CUST04973,2021-04-13,18282.24,Late,Net Banking,2021-04-24
CUST08347,2021-12-14,14542.86,Late,Net Banking,2021-12-24
CUST09510,2021-09-19,7856.66,Paid,Net Banking,2021-09-24
CUST05305,2021-10-13,12775.65,Paid,Card,2021-10-14
CUST09093,2021-06-04,11181.44,Paid,Card,2021-06-07
CUST05463,2021-09-08,16654.15,Paid,Card,2021-09-10
CUST05490,2021-10-30,4404.39,Paid,Card,2021-11-03
CUST07163,2021-03-01,5688.5,Paid,Wallet,2021-03-02
CUST08373,2021-08-14,2158.73,Paid,Wallet,2021-08-19
CUST06392,2021-07-12,11451.71,Late,UPI,2021-07-21
CUST00299,2021-03-03,3179.71,Paid,Net Banking,2021-03-08
CUST02183,2021-11-13,4630.96,Paid,Card,2021-11-16
CUST05850,2021-09-17,5492.16,Paid,Card,2021-09-18
CUST04543,2021-03-15,13045.16,Paid,Card,2021-03-20
CUST08289,2021-12-29,14125.86,Paid,Wallet,2021-12-31
CUST07601,2021-10-07,5972.01,Missed,Card,
CUST05665,2021-03-23,9650.02,Late,Wallet,2021-04-04
CUST03887,2021-05-26,2013.28,Missed,Card,
CUST07370,2021-06-17,7561.59,Late,Card,2021-07-04
CUST07256,2021-05-05,5041.93,Paid,Net Banking,2021-05-10
CUST00903,2021-07-05,10842.48,Missed,Card,
CUST06989,2021-01-04,7641.78,Paid,Wallet,2021-01-09
CUST05041,2021-11-21,17311.36,Late,Card,2021-11-30
CUST06469,2021-05-29,9037.78,Paid,Net Banking,2021-05-29
CUST06180,2021-07-11,7856.53,Late,UPI,2021-07-26
CUST02921,2021-12-09,6793.91,Paid,Wallet,2021-12-13
CUST01656,2021-12-16,18476.23,Paid,Wallet,2021-12-19
CUST00877,2021-05-10,10286.01,Missed,Card,
CUST05864,2021-11-06,11423.01,Late,Net Banking,2021-11-16
CUST05468,2021-10-03,11731.17,Late,Wallet,2021-10-14
CUST04219,2021-05-18,14924.24,Paid,UPI,2021-05-23
CUST05384,2021-12-19,6420.11,Paid,Net Banking,2021-12-24
CUST06439,2021-01-31,10723.47,Late,UPI,2021-02-14
CUST02673,2021-09-16,8142.76,Paid,UPI,2021-09-21
CUST04057,2021-02-01,9190.53,Late,Net Banking,2021-02-12
CUST02942,2021-01-22,18745.41,Paid,Net Banking,2021-01-26
CUST06155,2021-07-30,9156.49,Late,UPI,2021-08-09
CUST09482,2021-05-31,9940.75,Missed,Card,
CUST07120,2021-04-13,3373.34,Late,Wallet,2021-04-28
CUST06481,2021-08-22,13077.65,Paid,Net Banking,2021-08-23
CUST00700,2021-10-28,4064.03,Paid,Net Banking,2021-10-30
CUST04949,2021-11-16,8668.73,Paid,Net Banking,2021-11-17
CUST06551,2021-10-13,6812.29,Late,Wallet,2021-10-21
CUST02610,2021-07-21,6414.29,Paid,Net Banking,2021-07-21
CUST01076,2021-03-02,19519.13,Paid,UPI,2021-03-06
CUST04732,2021-11-25,14442.03,Paid,Card,2021-11-28
CUST05982,2021-07-15,782.22,Paid,Card,2021-07-15
CUST01186,2021-08-14,18991.56,Paid,UPI,2021-08-17
CUST09757,2021-03-12,3143.32,Paid,Net Banking,2021-03-13
CUST00286,2021-07-29,13913.91,Paid,Net Banking,2021-07-30
CUST03534,2021-11-29,12668.9,Paid,Net Banking,2021-11-30
CUST00914,2021-03-31,8616.28,Missed,UPI,
CUST04545,2021-09-05,3832.63,Paid,UPI,2021-09-08
CUST06914,2021-01-07,8481.91,Paid,Wallet,2021-01-09
CUST08054,2021-08-10,16279.36,Late,Wallet,2021-08-20
CUST08634,2021-04-07,5151.84,Paid,Net Banking,2021-04-08
CUST07700,2021-03-10,1156.53,Paid,Card,2021-03-14
CUST09845,2021-01-28,14766.1,Paid,Wallet,2021-02-01
CUST08726,2021-05-28,12255.05,Late,Net Banking,2021-06-12
CUST05804,2021-06-17,8798.93,Late,UPI,2021-06-26
CUST07323,2021-11-16,7198.94,Paid,Net Banking,2021-11-16
CUST06753,2021-08-19,14673.21,Late,Net Banking,2021-08-28
CUST00870,2021-06-16,1626.13,Paid,Wallet,2021-06-18
CUST01217,2021-05-08,15457.02,Late,Wallet,2021-05-28
CUST04367,2021-05-17,13411.75,Paid,Net Banking,2021-05-17
CUST02252,2021-02-14,7945.12,Paid,Wallet,2021-02-16
CUST05157,2021-11-29,6383.2,Paid,UPI,2021-11-30
CUST09950,2021-11-05,10810.36,Paid,UPI,2021-11-07
CUST01033,2021-09-20,9029.59,Paid,Wallet,2021-09-23
CUST07611,2021-11-14,9304.69,Paid,Net Banking,2021-11-14
CUST06780,2021-09-12,16645.43,Missed,UPI,
CUST00775,2021-02-27,3265.6,Paid,UPI,2021-03-02
CUST07687,2021-12-02,8200.07,Late,Card,2021-12-12
CUST01949,2021-06-11,9382.11,Paid,Wallet,2021-06-14
CUST05587,2021-10-20,12058.45,Paid,Net Banking,2021-10-23
CUST09709,2021-05-04,14208.15,Paid,UPI,2021-05-06
CUST04614,2021-02-18,10334.18,Missed,Wallet,
CUST03438,2021-07-04,12454.38,Paid,UPI,2021-07-08
CUST08911,2021-02-07,18079.36,Paid,Card,2021-02-07
CUST04623,2021-12-23,7293.53,Paid,Wallet,2021-12-24
CUST03103,2021-04-26,10820.73,Late,Net Banking,2021-05-08
CUST09190,2021-05-23,16602.03,Missed,Net Banking,
CUST06298,2021-05-04,1917.69,Late,Card,2021-05-11
CUST01709,2021-11-16,8799.8,Paid,UPI,2021-11-21
CUST06169,2021-04-12,13018.04,Late,UPI,2021-05-02
CUST07425,2021-03-23,14867.69,Paid,Wallet,2021-03-24
CUST03615,2021-03-11,5178.71,Paid,Card,2021-03-15
CUST09059,2021-12-09,11212.97,Paid,Card,2021-12-11
CUST06082,2021-07-07,9707.33,Late,Wallet,2021-07-15
CUST08532,2021-09-23,8447.22,Late,Net Banking,2021-10-08
CUST07247,2021-04-21,6165.66,Paid,Net Banking,2021-04-22
CUST01885,2021-01-05,7248.38,Paid,Net Banking,2021-01-08
CUST07419,2021-12-31,17737.13,Paid,Wallet,2022-01-02
CUST06336,2021-12-14,7687.71,Paid,Card,2021-12-18
CUST01204,2021-05-17,9680.21,Late,UPI,2021-06-06
CUST01019,2021-03-25,17807.78,Paid,Net Banking,2021-03-26
CUST05310,2021-02-20,12267.02,Late,UPI,2021-03-07
CUST06423,2021-03-29,5473.06,Paid,Card,2021-04-02
CUST07758,2021-04-08,11859.23,Paid,Net Banking,2021-04-10
CUST08041,2021-05-08,9160.47,Paid,UPI,2021-05-12
CUST08233,2021-05-24,13014.43,Paid,Card,2021-05-28
CUST00127,2021-10-09,9136.54,Paid,Net Banking,2021-10-12
CUST03540,2021-06-28,18968.19,Paid,Wallet,2021-07-03
CUST05005,2021-09-11,3429.86,Paid,Net Banking,2021-09-14
CUST01981,2021-02-03,16872.17,Paid,Wallet,2021-02-05
CUST06074,2021-12-13,15786.2,Paid,UPI,2021-12-18
CUST06843,2021-11-01,1924.47,Missed,Net Banking,
CUST01994,2021-06-07,8940.75,Late,UPI,2021-06-21
CUST08619,2021-02-18,13216.1,Missed,Card,
CUST03014,2021-11-07,11580.42,Late,Wallet,2021-11-27
CUST06966,2021-10-15,10694.11,Paid,Wallet,2021-10-17
CUST07418,2021-01-03,5745.05,Paid,Card,2021-01-05
CUST05541,2021-03-20,11196.23,Paid,Card,2021-03-21
CUST03248,2021-01-12,19272.81,Paid,Net Banking,2021-01-13
CUST05345,2021-03-10,3201.02,Paid,Wallet,2021-03-13
CUST03418,2021-12-03,9434.14,Paid,UPI,2021-12-08
CUST08178,2021-09-07,18992.36,Paid,Wallet,2021-09-08
CUST02217,2021-01-23,5057.67,Paid,Net Banking,2021-01-28
CUST04759,2021-01-21,936.27,Late,Wallet,2021-01-30
CUST05187,2021-06-21,13871.35,Paid,Wallet,2021-06-26
CUST04438,2021-08-10,19633.29,Paid,Wallet,2021-08-10
CUST05554,2021-09-26,14425.84,Late,Wallet,2021-10-04
CUST04240,2021-09-24,3238.34,Paid,UPI,2021-09-25
CUST01828,2021-12-23,1761.64,Paid,Net Banking,2021-12-26
CUST08281,2021-12-29,8160.75,Late,Card,2022-01-12
CUST06854,2021-01-11,15642.87,Paid,Wallet,2021-01-13
CUST04732,2021-07-12,11373.97,Late,Net Banking,2021-07-20
CUST04048,2021-03-03,19887.1,Late,UPI,2021-03-11
CUST05972,2021-06-03,11715.0,Paid,Net Banking,2021-06-04
CUST08549,2021-11-01,15477.75,Paid,Wallet,2021-11-03
CUST09042,2021-08-04,13429.89,Late,Wallet,2021-08-15
CUST07780,2021-08-14,18503.62,Paid,Wallet,2021-08-18
CUST05506,2021-11-23,9329.94,Late,Wallet,2021-12-05
CUST05462,2021-07-18,11598.21,Paid,Wallet,2021-07-20
CUST06136,2021-12-18,15591.33,Late,Wallet,2021-12-30
CUST03598,2021-01-03,11794.8,Late,Wallet,2021-01-14
CUST01403,2021-08-04,10506.93,Paid,Net Banking,2021-08-08
CUST06698,2021-10-06,6769.73,Late,Wallet,2021-10-26
CUST07709,2021-10-19,13163.55,Paid,UPI,2021-10-22
CUST09871,2021-06-04,9686.42,Missed,Card,
CUST07051,2021-10-11,9261.22,Paid,Net Banking,2021-10-14
CUST03667,2021-09-04,14819.05,Late,Card,2021-09-16
CUST05372,2021-07-06,7385.68,Paid,Net Banking,2021-07-09
CUST08397,2021-02-25,10885.65,Missed,Wallet,
CUST04143,2021-09-14,10925.59,Paid,Net Banking,2021-09-19
CUST07409,2021-05-15,10114.12,Paid,Wallet,2021-05-17
CUST07397,2021-06-09,11918.27,Late,Wallet,2021-06-16
CUST03739,2021-01-21,9100.75,Paid,Wallet,2021-01-24
CUST07969,2021-11-23,5142.46,Paid,Wallet,2021-11-27
CUST02988,2021-10-27,19522.99,Paid,Card,2021-11-01
CUST08300,2021-11-01,13762.27,Late,UPI,2021-11-16
CUST01636,2021-08-16,19585.53,Paid,Net Banking,2021-08-18
CUST08974,2021-11-21,19169.55,Paid,Wallet,2021-11-25
CUST03492,2021-08-31,5254.14,Paid,Card,2021-08-31
CUST06159,2021-08-19,7590.76,Paid,UPI,2021-08-24
CUST07958,2021-11-14,16641.22,Paid,Card,2021-11-16
CUST01148,2021-02-01,6582.33,Late,UPI,2021-02-13
CUST08495,2021-11-29,2723.88,Paid,Card,2021-11-30
CUST03833,2021-06-30,10298.93,Paid,UPI,2021-06-30
CUST02412,2021-05-24,18329.03,Paid,Card,2021-05-24
CUST08813,2021-01-15,7093.79,Paid,UPI,2021-01-19
CUST07960,2021-08-11,15959.42,Paid,Wallet,2021-08-12
CUST04724,2021-06-11,1231.6,Paid,UPI,2021-06-13
CUST06264,2021-02-14,15222.64,Late,Net Banking,2021-02-25
CUST03222,2021-11-01,7917.72,Paid,UPI,2021-11-03
CUST09557,2021-05-23,8244.69,Paid,Card,2021-05-25
CUST06272,2021-03-08,5901.93,Late,Wallet,2021-03-21
CUST09968,2021-11-19,19871.2,Late,Net Banking,2021-11-30
CUST05973,2021-06-08,11267.97,Paid,UPI,2021-06-12
CUST05025,2021-10-01,17132.72,Paid,Net Banking,2021-10-03
CUST06442,2021-06-05,2091.06,Missed,Net Banking,
CUST09903,2021-04-13,3283.71,Paid,Net Banking,2021-04-13
CUST05803,2021-03-26,1304.63,Paid,Net Banking,2021-03-26
CUST02941,2021-06-12,8160.47,Missed,UPI,
CUST05870,2021-07-15,15433.49,Missed,Card,
CUST05493,2021-01-04,12763.66,Paid,Card,2021-01-08
CUST08883,2021-10-26,14153.82,Paid,UPI,2021-10-30
CUST09623,2021-11-20,17184.37,Late,UPI,2021-12-07
CUST02248,2021-10-24,5278.47,Paid,UPI,2021-10-28
CUST04617,2021-08-23,9472.26,Late,Card,2021-08-29
CUST07245,2021-03-09,11522.43,Paid,UPI,2021-03-12
CUST01671,2021-09-23,14674.33,Missed,Net Banking,
CUST05754,2021-04-17,9487.43,Paid,UPI,2021-04-17
CUST05063,2021-09-15,6811.59,Late,Wallet,2021-09-23
CUST09607,2021-10-29,18345.99,Missed,Card,
CUST00462,2021-11-27,11148.8,Paid,Wallet,2021-12-01
CUST04395,2021-05-26,13465.47,Paid,Card,2021-05-30
CUST06459,2021-04-19,19055.81,Paid,Wallet,2021-04-20
CUST06908,2021-02-02,924.07,Late,Wallet,2021-02-17
CUST05225,2021-04-01,17709.01,Late,Wallet,2021-04-21
CUST01086,2021-05-23,15715.46,Late,Card,2021-06-09
CUST09841,2021-04-26,13942.36,Paid,UPI,2021-04-26
CUST02979,2021-11-19,4717.03,Missed,UPI,
CUST01714,2021-02-28,9593.77,Late,Wallet,2021-03-06
CUST05481,2021-12-02,11163.02,Paid,Wallet,2021-12-06
CUST03516,2021-10-04,3031.75,Paid,Net Banking,2021-10-04
CUST05709,2021-08-11,11214.8,Paid,Net Banking,2021-08-14
CUST08142,2021-10-28,18621.77,Paid,Net Banking,2021-11-01
CUST04010,2021-08-27,11500.96,Paid,Wallet,2021-08-31
CUST02723,2021-09-06,12701.17,Paid,Net Banking,2021-09-10
CUST00324,2021-04-01,16354.69,Paid,UPI,2021-04-03
CUST09595,2021-03-12,18302.03,Paid,Net Banking,2021-03-14
CUST00408,2021-10-27,3714.19,Paid,Wallet,2021-10-29
CUST02159,2021-11-04,3034.11,Paid,Card,2021-11-09
CUST03648,2021-12-12,10362.78,Paid,Card,2021-12-12
