CustomerID,TicketDate,IssueType,ResolutionTime,SatisfactionScore
CUST01138,2021-02-11,Payment Issue,7,4
CUST01269,2021-08-23,Payment Issue,12,2
CUST03494,2021-09-19,Service Down,1,5
CUST00066,2021-04-20,Account Blocked,6,5
CUST06618,2021-07-23,Account Blocked,9,5
CUST06758,2021-08-13,Account Blocked,13,3
CUST04858,2021-12-04,Other,10,3
CUST03020,2021-08-17,Account Blocked,1,1
CUST04507,2021-10-24,Payment Issue,9,5
CUST02493,2021-07-26,Login Issue,3,3
CUST06368,2021-01-02,Account Blocked,1,2
CUST02104,2021-10-04,Account Blocked,2,4
CUST05100,2021-07-18,Payment Issue,10,5
CUST08679,2021-06-16,Payment Issue,3,3
CUST04552,2021-10-11,Payment Issue,5,3
CUST03011,2021-09-19,Login Issue,2,2
CUST05817,2021-06-17,Payment Issue,1,4
CUST05659,2021-05-13,Account Blocked,10,4
CUST01273,2021-08-13,Payment Issue,10,3
CUST05372,2021-06-22,Payment Issue,2,1
CUST07723,2021-03-06,Login Issue,8,4
CUST08613,2021-05-03,Login Issue,3,2
CUST02282,2021-06-05,Account Blocked,10,2
CUST09578,2021-01-21,Login Issue,13,5
CUST08357,2021-06-24,Account Blocked,5,4
CUST03512,2021-03-06,Payment Issue,11,1
CUST05892,2021-07-19,Account Blocked,8,4
CUST02420,2021-10-26,Other,12,2
CUST04814,2021-03-26,Account Blocked,2,3
CUST08880,2021-08-24,Payment Issue,12,1
CUST02062,2021-09-25,Login Issue,7,3
CUST03096,2021-02-23,Service Down,8,3
CUST01639,2021-01-14,Other,1,1
CUST00411,2021-07-22,Other,6,1
CUST06388,2021-06-02,Login Issue,9,1
CUST06380,2021-02-10,Login Issue,9,5
CUST05358,2021-12-07,Service Down,6,3
CUST02452,2021-09-30,Account Blocked,6,3
CUST02044,2021-04-07,Login Issue,14,3
CUST00051,2021-10-22,Login Issue,6,3
CUST08230,2021-04-18,Payment Issue,14,3
CUST07560,2021-06-28,Payment Issue,11,5
CUST06879,2021-08-22,Account Blocked,13,5
CUST05910,2021-08-31,Account Blocked,10,5
CUST08756,2021-09-03,Service Down,11,3
CUST08832,2021-03-17,Login Issue,3,3
CUST04382,2021-01-08,Service Down,14,4
CUST05073,2021-06-02,Other,7,5
CUST07615,2021-08-18,Login Issue,12,2
CUST07580,2021-01-25,Other,10,2
CUST08563,2021-04-08,Account Blocked,9,4
CUST09555,2021-09-05,Account Blocked,2,4
CUST07550,2021-09-12,Other,10,3
CUST01041,2021-03-29,Other,5,4
CUST04106,2021-12-05,Account Blocked,5,4
CUST06356,2021-04-23,Other,14,2
CUST03231,2021-11-25,Login Issue,2,3
CUST01351,2021-06-06,Login Issue,9,5
CUST09957,2021-02-17,Payment Issue,13,2
CUST00990,2021-10-14,Payment Issue,5,4
CUST04193,2021-11-23,Service Down,9,3
CUST04921,2021-01-03,Other,8,2
CUST08825,2021-10-25,Payment Issue,10,4
CUST06833,2021-12-18,Other,10,3
CUST04563,2021-05-27,Other,2,4
CUST05767,2021-08-01,Other,6,1
CUST02548,2021-12-29,Service Down,8,4
CUST06465,2021-08-21,Login Issue,9,5
CUST01635,2021-03-17,Service Down,12,2
CUST08286,2021-12-11,Login Issue,13,5
CUST03027,2021-11-06,Account Blocked,8,3
CUST02659,2021-12-04,Login Issue,14,5
CUST03153,2021-06-25,Login Issue,10,5
CUST03193,2021-03-20,Other,1,2
CUST00279,2021-09-06,Service Down,2,2
CUST08206,2021-03-06,Other,3,2
CUST03384,2021-07-13,Service Down,12,4
CUST05196,2021-11-17,Other,4,1
CUST07663,2021-07-04,Account Blocked,6,5
CUST06571,2021-08-24,Service Down,6,4
CUST02358,2021-05-17,Other,5,5
CUST03350,2021-07-20,Login Issue,1,3
CUST07463,2021-02-10,Payment Issue,5,3
CUST06511,2021-12-12,Service Down,1,1
CUST08032,2021-07-02,Payment Issue,1,3
CUST04594,2021-05-17,Account Blocked,13,2
CUST09946,2021-05-13,Login Issue,7,1
CUST01061,2021-03-28,Account Blocked,13,3
CUST00474,2021-08-17,Service Down,11,1
CUST08967,2021-07-22,Other,4,5
CUST07089,2021-01-01,Service Down,2,5
CUST05382,2021-05-12,Other,13,4
CUST08318,2021-12-13,Account Blocked,5,2
CUST09549,2021-08-21,Account Blocked,2,3
CUST05340,2021-06-18,Login Issue,1,3
CUST06442,2021-09-16,Account Blocked,4,2
CUST01195,2021-01-13,Account Blocked,4,2
CUST07541,2021-06-11,Other,11,4
CUST01292,2021-11-06,Login Issue,5,5
CUST00957,2021-02-12,Other,11,3
CUST03920,2021-11-18,Service Down,14,2
CUST05383,2021-04-11,Account Blocked,7,1
CUST01878,2021-09-26,Service Down,4,5
CUST01605,2021-08-01,Account Blocked,9,5
CUST08467,2021-05-21,Account Blocked,13,4
CUST04665,2021-11-13,Payment Issue,13,3
CUST08770,2021-03-26,Payment Issue,8,2
CUST00924,2021-12-08,Other,10,4
CUST04141,2021-06-06,Account Blocked,8,5
CUST09397,2021-01-19,Service Down,5,5
CUST00735,2021-08-22,Login Issue,12,4
CUST04244,2021-12-24,Other,9,5
CUST05382,2021-07-26,Account Blocked,8,5
CUST03994,2021-06-19,Other,1,2
CUST05201,2021-10-02,Login Issue,8,2
CUST09194,2021-07-28,Other,13,1
CUST07389,2021-03-30,Payment Issue,6,5
CUST02129,2021-01-02,Other,9,4
CUST06798,2021-07-24,Other,7,5
CUST04179,2021-08-04,Account Blocked,12,5
CUST05077,2021-03-17,Account Blocked,11,3
CUST06885,2021-03-22,Login Issue,1,2
CUST09087,2021-05-05,Other,7,4
CUST02852,2021-12-14,Login Issue,11,1
CUST07570,2021-02-14,Login Issue,2,2
CUST03721,2021-02-06,Other,10,2
CUST02359,2021-03-07,Service Down,8,2
CUST01771,2021-11-30,Service Down,9,5
CUST04740,2021-04-23,Other,8,1
CUST09441,2021-06-01,Service Down,8,1
CUST07993,2021-12-26,Service Down,14,1
CUST01482,2021-09-26,Payment Issue,13,1
CUST07521,2021-12-06,Payment Issue,12,4
CUST09494,2021-08-31,Other,6,4
CUST07266,2021-11-20,Service Down,8,3
CUST03985,2021-01-02,Service Down,5,3
CUST04738,2021-12-09,Other,4,2
CUST00601,2021-02-03,Payment Issue,2,4
CUST06970,2021-09-22,Payment Issue,9,3
CUST04380,2021-11-01,Account Blocked,13,3
CUST02835,2021-03-21,Other,4,2
CUST03577,2021-03-27,Login Issue,5,3
CUST06573,2021-01-09,Payment Issue,11,5
CUST06595,2021-09-06,Service Down,11,1
CUST05487,2021-03-16,Other,4,1
CUST01482,2021-01-25,Other,14,4
CUST04891,2021-04-23,Payment Issue,10,2
CUST08828,2021-12-30,Service Down,5,5
CUST05919,2021-02-05,Other,2,3
CUST08019,2021-07-03,Login Issue,5,2
CUST04091,2021-04-21,Login Issue,7,3
CUST07969,2021-10-18,Account Blocked,11,3
CUST02669,2021-05-11,Service Down,8,3
CUST04352,2021-07-28,Login Issue,7,2
CUST09605,2021-12-07,Service Down,9,1
CUST09070,2021-07-27,Service Down,6,4
CUST07125,2021-06-22,Service Down,6,5
CUST07733,2021-07-11,Login Issue,9,4
CUST04403,2021-06-06,Payment Issue,12,1
CUST00265,2021-03-12,Account Blocked,14,4
CUST02038,2021-07-01,Login Issue,13,1
CUST05439,2021-01-18,Service Down,3,1
CUST01550,2021-06-19,Payment Issue,10,3
CUST02234,2021-11-12,Payment Issue,4,4
CUST01118,2021-07-01,Payment Issue,8,4
CUST04704,2021-09-21,Payment Issue,3,4
CUST05719,2021-01-02,Login Issue,1,1
CUST01722,2021-05-23,Payment Issue,14,1
CUST08532,2021-04-03,Payment Issue,7,3
CUST06757,2021-01-01,Login Issue,9,3
CUST02351,2021-07-11,Login Issue,7,2
CUST08272,2021-02-06,Login Issue,6,2
CUST06227,2021-10-10,Service Down,13,4
CUST08616,2021-09-18,Account Blocked,12,4
CUST05668,2021-05-26,Account Blocked,12,3
CUST06744,2021-11-11,Payment Issue,10,1
CUST01583,2021-05-02,Login Issue,1,1
CUST05760,2021-12-18,Account Blocked,7,1
CUST02194,2021-07-12,Login Issue,3,4
CUST08590,2021-07-31,Service Down,14,5
CUST07365,2021-11-24,Service Down,6,2
CUST01373,2021-10-10,Account Blocked,7,3
CUST04388,2021-06-22,Login Issue,12,3
CUST06358,2021-07-24,Other,12,4
CUST04651,2021-08-20,Other,9,4
CUST05910,2021-06-17,Payment Issue,11,3
CUST02406,2021-09-04,Account Blocked,7,2
CUST00711,2021-11-07,Other,12,1
CUST03416,2021-06-28,Other,12,2
CUST08321,2021-06-10,Login Issue,3,5
CUST01793,2021-09-28,Service Down,9,2
CUST05341,2021-05-19,Service Down,7,5
CUST09074,2021-02-21,Login Issue,9,3
CUST00987,2021-02-21,Payment Issue,3,2
CUST06716,2021-05-18,Service Down,14,3
CUST07514,2021-10-23,Account Blocked,2,5
CUST06016,2021-12-31,Service Down,12,1
CUST00238,2021-12-22,Service Down,10,3
CUST09299,2021-03-16,Payment Issue,10,2
CUST08010,2021-04-06,Payment Issue,14,1
CUST03662,2021-01-16,Account Blocked,8,4
CUST07546,2021-01-15,Payment Issue,12,5
CUST01892,2021-10-22,Other,10,3
CUST07041,2021-01-05,Service Down,9,3
CUST05114,2021-04-18,Other,1,5
CUST01051,2021-12-04,Other,1,2
CUST03372,2021-11-26,Login Issue,11,1
CUST02332,2021-05-27,Service Down,6,3
CUST05668,2021-10-19,Other,5,3
CUST01948,2021-02-23,Login Issue,13,4
CUST08801,2021-10-29,Other,11,1
CUST02138,2021-04-21,Other,4,1
CUST01505,2021-03-30,Account Blocked,11,4
CUST02023,2021-08-03,Service Down,1,1
CUST04822,2021-01-10,Login Issue,6,5
CUST08426,2021-03-01,Login Issue,3,3
CUST03705,2021-05-11,Account Blocked,4,1
CUST02845,2021-10-22,Account Blocked,7,4
CUST07427,2021-05-10,Login Issue,12,3
CUST05602,2021-08-11,Payment Issue,2,2
CUST00596,2021-10-31,Account Blocked,2,4
CUST00944,2021-02-16,Account Blocked,12,1
CUST06545,2021-10-01,Other,5,2
CUST08293,2021-08-06,Login Issue,2,3
CUST01278,2021-06-26,Service Down,10,5
CUST05815,2021-01-13,Account Blocked,12,3
CUST08769,2021-07-15,Other,7,2
CUST00748,2021-04-13,Service Down,4,3
CUST02038,2021-08-31,Payment Issue,8,5
CUST08960,2021-11-11,Payment Issue,3,5
CUST08040,2021-04-12,Payment Issue,9,5
CUST01937,2021-03-02,Other,8,5
CUST05028,2021-01-12,Account Blocked,13,2
CUST04268,2021-12-22,Account Blocked,7,1
CUST02967,2021-10-02,Service Down,13,1
CUST08673,2021-12-27,Account Blocked,13,5
CUST07366,2021-08-12,Account Blocked,9,1
CUST08362,2021-02-12,Other,12,5
CUST04079,2021-08-06,Login Issue,2,4
CUST06037,2021-08-19,Login Issue,4,4
CUST05464,2021-01-14,Login Issue,6,4
CUST02339,2021-09-16,Login Issue,2,4
CUST02821,2021-12-03,Account Blocked,8,4
CUST07247,2021-10-30,Service Down,5,5
CUST01944,2021-02-03,Other,1,5
CUST07101,2021-02-06,Account Blocked,1,4
CUST00667,2021-07-21,Payment Issue,12,2
CUST05452,2021-05-17,Other,5,4
CUST09116,2021-01-11,Account Blocked,3,2
CUST00090,2021-03-10,Service Down,4,3
CUST07512,2021-06-05,Payment Issue,13,1
CUST02917,2021-10-06,Login Issue,11,3
CUST03360,2021-08-14,Payment Issue,8,1
CUST02247,2021-08-21,Account Blocked,3,1
CUST08940,2021-06-15,Account Blocked,4,1
CUST03981,2021-12-18,Account Blocked,10,2
CUST01176,2021-05-24,Account Blocked,14,1
CUST01019,2021-11-11,Login Issue,9,1
CUST06470,2021-10-16,Other,12,1
CUST01505,2021-06-02,Service Down,9,2
CUST06912,2021-06-07,Account Blocked,6,1
CUST07063,2021-10-03,Payment Issue,5,4
CUST01523,2021-02-17,Payment Issue,2,3
CUST04483,2021-08-20,Payment Issue,3,2
CUST09232,2021-07-19,Service Down,3,2
CUST06610,2021-06-10,Payment Issue,3,2
CUST02012,2021-08-29,Payment Issue,7,4
CUST08227,2021-04-28,Payment Issue,6,2
CUST02255,2021-12-04,Account Blocked,1,2
CUST06402,2021-03-02,Login Issue,11,5
CUST09420,2021-04-11,Payment Issue,4,5
CUST02489,2021-10-06,Payment Issue,10,1
CUST08814,2021-10-25,Payment Issue,5,3
CUST02109,2021-06-07,Account Blocked,7,5
CUST01361,2021-09-18,Other,10,5
CUST07355,2021-02-02,Account Blocked,13,1
CUST03150,2021-12-12,Other,12,5
CUST00778,2021-07-25,Payment Issue,5,3
CUST07949,2021-01-02,Account Blocked,9,1
CUST06416,2021-11-14,Login Issue,12,3
CUST08377,2021-08-11,Account Blocked,12,1
CUST06142,2021-10-26,Service Down,4,2
CUST07966,2021-09-28,Payment Issue,1,1
CUST09419,2021-06-24,Login Issue,5,2
CUST09050,2021-09-19,Account Blocked,10,1
CUST06898,2021-09-29,Login Issue,8,2
CUST02715,2021-10-14,Account Blocked,9,1
CUST08395,2021-03-11,Account Blocked,10,1
CUST09078,2021-04-11,Account Blocked,9,5
CUST01202,2021-04-14,Login Issue,11,3
CUST07693,2021-01-08,Other,5,2
CUST06209,2021-09-03,Login Issue,10,4
CUST06712,2021-05-13,Other,14,1
CUST08086,2021-04-13,Account Blocked,12,3
CUST09145,2021-02-24,Login Issue,6,3
CUST06933,2021-10-03,Other,1,5
CUST04634,2021-06-03,Account Blocked,12,1
CUST01977,2021-12-14,Other,13,3
CUST04992,2021-11-29,Payment Issue,3,2
CUST04544,2021-12-06,Account Blocked,12,3
CUST06702,2021-08-13,Other,6,4
CUST01178,2021-04-08,Account Blocked,8,3
CUST04433,2021-09-30,Account Blocked,11,5
CUST03221,2021-11-07,Payment Issue,4,2
CUST03456,2021-01-27,Login Issue,14,2
CUST08521,2021-03-06,Login Issue,11,2
CUST01225,2021-10-04,Payment Issue,4,4
CUST00518,2021-06-20,Service Down,14,5
CUST09267,2021-01-30,Other,11,2
CUST08929,2021-07-30,Login Issue,4,2
CUST09733,2021-10-23,Service Down,4,1
CUST05291,2021-11-29,Service Down,2,4
CUST09180,2021-05-08,Login Issue,4,5
CUST09945,2021-11-13,Other,3,4
CUST06182,2021-03-03,Other,3,1
CUST02494,2021-10-20,Service Down,13,3
CUST08523,2021-10-15,Account Blocked,5,1
CUST07646,2021-10-10,Payment Issue,13,2
CUST02174,2021-10-09,Payment Issue,9,3
CUST06860,2021-09-23,Payment Issue,13,2
CUST01299,2021-07-04,Service Down,3,5
CUST06525,2021-05-12,Payment Issue,7,2
CUST02975,2021-01-15,Payment Issue,14,5
CUST06594,2021-06-24,Account Blocked,6,5
CUST05456,2021-03-11,Other,1,5
CUST04811,2021-08-26,Login Issue,2,2
CUST08733,2021-11-13,Payment Issue,9,2
CUST05029,2021-07-21,Payment Issue,1,3
CUST05152,2021-03-31,Login Issue,9,4
CUST08426,2021-07-02,Payment Issue,12,1
CUST04714,2021-03-16,Service Down,2,3
CUST01230,2021-12-19,Service Down,4,3
CUST02587,2021-05-27,Other,2,4
CUST02643,2021-07-12,Account Blocked,12,2
CUST01066,2021-07-22,Login Issue,3,4
CUST09823,2021-08-15,Login Issue,5,1
CUST08739,2021-02-11,Login Issue,11,3
CUST08465,2021-10-01,Payment Issue,8,3
CUST04156,2021-05-26,Account Blocked,7,5
CUST00909,2021-03-05,Account Blocked,1,3
CUST05908,2021-01-06,Other,5,4
CUST08786,2021-03-05,Account Blocked,7,1
CUST01947,2021-02-18,Service Down,12,4
CUST06899,2021-02-17,Service Down,1,5
CUST09939,2021-10-09,Account Blocked,4,4
CUST05545,2021-06-06,Account Blocked,1,2
CUST09245,2021-03-05,Service Down,14,1
CUST08263,2021-02-22,Account Blocked,6,1
CUST09209,2021-04-24,Account Blocked,2,2
CUST03684,2021-02-16,Other,10,3
CUST01924,2021-11-22,Payment Issue,11,2
CUST02451,2021-06-13,Payment Issue,5,4
CUST08671,2021-02-23,Account Blocked,12,5
CUST05283,2021-10-16,Other,11,3
CUST02158,2021-03-22,Login Issue,1,3
CUST05055,2021-09-28,Login Issue,7,1
CUST00930,2021-08-16,Other,12,2
CUST00144,2021-01-02,Login Issue,14,4
CUST08624,2021-08-17,Payment Issue,2,2
CUST01542,2021-04-22,Payment Issue,8,5
CUST09009,2021-12-16,Account Blocked,6,1
CUST09308,2021-12-11,Payment Issue,4,2
CUST06702,2021-05-17,Payment Issue,12,5
CUST09449,2021-03-17,Service Down,8,5
CUST09856,2021-08-23,Service Down,1,4
CUST09845,2021-01-27,Payment Issue,10,2
CUST10000,2021-05-10,Other,9,3
CUST07611,2021-10-19,Payment Issue,1,4
CUST06962,2021-04-06,Login Issue,6,1
CUST03977,2021-04-12,Service Down,6,5
CUST07438,2021-02-14,Account Blocked,7,1
CUST00933,2021-01-28,Service Down,4,5
CUST00615,2021-08-20,Login Issue,1,4
CUST05122,2021-08-09,Service Down,3,2
CUST00537,2021-03-07,Account Blocked,8,4
CUST03637,2021-12-31,Other,5,1
CUST09370,2021-06-18,Login Issue,10,2
CUST08980,2021-06-24,Payment Issue,9,1
CUST03060,2021-09-12,Other,9,5
CUST01033,2021-08-15,Other,8,4
CUST01811,2021-08-03,Payment Issue,5,5
CUST08462,2021-08-06,Account Blocked,14,5
CUST00379,2021-07-11,Account Blocked,12,1
CUST02441,2021-06-10,Account Blocked,12,2
CUST02478,2021-11-30,Login Issue,3,1
CUST07434,2021-10-23,Payment Issue,8,5
CUST05706,2021-08-28,Login Issue,7,5
CUST09340,2021-12-06,Other,5,1
CUST03278,2021-12-27,Account Blocked,10,3
CUST00799,2021-06-12,Payment Issue,10,1
CUST08773,2021-10-16,Payment Issue,9,3
CUST03315,2021-07-22,Other,12,5
CUST03941,2021-05-06,Other,5,4
CUST08908,2021-03-18,Account Blocked,3,4
CUST02263,2021-08-07,Payment Issue,11,4
CUST07810,2021-05-29,Other,14,2
CUST00913,2021-01-16,Other,12,4
CUST09224,2021-08-19,Other,9,4
CUST08842,2021-01-27,Service Down,9,2
CUST05504,2021-05-05,Account Blocked,1,3
CUST08750,2021-05-19,Payment Issue,5,1
CUST04402,2021-05-16,Payment Issue,2,3
CUST00396,2021-06-17,Service Down,11,3
CUST09515,2021-01-05,Account Blocked,7,4
CUST03760,2021-10-05,Service Down,1,3
CUST03748,2021-11-18,Login Issue,7,5
CUST08884,2021-11-22,Other,10,4
CUST08014,2021-07-03,Account Blocked,1,4
CUST01164,2021-05-17,Login Issue,14,3
CUST04227,2021-02-28,Login Issue,8,1
CUST00816,2021-01-17,Service Down,8,5
CUST09846,2021-02-03,Other,11,4
CUST01059,2021-11-21,Account Blocked,10,3
CUST03107,2021-11-05,Account Blocked,5,5
CUST09704,2021-12-29,Login Issue,1,4
CUST01035,2021-03-29,Payment Issue,4,3
CUST01981,2021-12-31,Login Issue,14,2
CUST02227,2021-12-18,Payment Issue,14,4
CUST04478,2021-05-25,Payment Issue,3,4
CUST07408,2021-08-07,Account Blocked,14,5
CUST04063,2021-01-06,Account Blocked,3,4
CUST06607,2021-05-13,Other,8,5
CUST03835,2021-11-28,Account Blocked,3,1
CUST01061,2021-12-19,Login Issue,6,2
CUST03550,2021-08-02,Account Blocked,12,4
CUST08006,2021-06-16,Service Down,2,5
CUST04672,2021-03-25,Other,10,3
CUST00629,2021-01-27,Payment Issue,1,1
CUST09588,2021-06-15,Payment Issue,1,2
CUST03695,2021-03-31,Other,5,4
CUST06811,2021-09-26,Other,6,3
CUST08312,2021-06-28,Other,13,4
CUST02158,2021-06-01,Login Issue,4,3
CUST01042,2021-01-01,Other,11,4
CUST03112,2021-03-11,Service Down,8,2
CUST01377,2021-02-02,Login Issue,9,4
CUST01289,2021-11-30,Other,8,2
CUST04184,2021-11-13,Payment Issue,10,4
CUST09435,2021-10-17,Payment Issue,2,3
CUST01681,2021-07-31,Other,14,3
CUST00879,2021-01-27,Payment Issue,3,5
CUST08980,2021-05-05,Other,12,4
CUST01424,2021-05-29,Other,6,3
CUST02940,2021-08-24,Login Issue,8,5
CUST04402,2021-07-28,Payment Issue,7,2
CUST05778,2021-12-17,Login Issue,13,1
CUST07133,2021-03-07,Login Issue,10,2
CUST00714,2021-01-24,Login Issue,9,1
CUST08585,2021-01-31,Payment Issue,3,4
CUST07502,2021-09-17,Login Issue,4,4
CUST09002,2021-09-13,Login Issue,6,1
CUST02553,2021-06-21,Payment Issue,5,5
CUST09332,2021-11-15,Payment Issue,12,5
CUST01530,2021-11-10,Login Issue,4,5
CUST02084,2021-05-18,Login Issue,14,2
CUST08094,2021-11-22,Service Down,12,3
CUST08784,2021-02-13,Service Down,6,1
CUST06665,2021-07-22,Service Down,8,2
CUST05205,2021-06-05,Account Blocked,11,1
CUST09339,2021-02-26,Login Issue,9,3
CUST03809,2021-05-09,Other,8,3
CUST00561,2021-11-29,Other,9,4
CUST08158,2021-12-02,Login Issue,9,4
CUST03840,2021-10-17,Account Blocked,12,4
CUST09321,2021-09-22,Payment Issue,7,1
CUST02765,2021-12-02,Login Issue,6,5
CUST03946,2021-08-25,Other,2,3
CUST08656,2021-09-01,Other,13,4
CUST04017,2021-11-23,Service Down,3,2
CUST00978,2021-03-19,Other,6,4
CUST07609,2021-04-14,Account Blocked,1,4
CUST02797,2021-12-20,Service Down,10,2
CUST08631,2021-01-05,Login Issue,9,2
CUST08975,2021-10-30,Login Issue,3,3
CUST04306,2021-03-18,Account Blocked,10,4
CUST07819,2021-12-05,Service Down,14,2
CUST01564,2021-07-01,Account Blocked,8,4
CUST02625,2021-03-12,Other,10,5
CUST01369,2021-10-10,Login Issue,11,3
CUST03170,2021-08-29,Other,2,1
CUST04077,2021-02-04,Other,3,2
CUST04884,2021-05-20,Service Down,10,2
CUST01908,2021-10-14,Payment Issue,6,4
CUST08669,2021-05-13,Login Issue,13,5
CUST02893,2021-04-05,Payment Issue,6,5
CUST08794,2021-01-08,Other,8,5
CUST05526,2021-04-03,Payment Issue,10,2
CUST09501,2021-03-24,Login Issue,11,2
CUST01552,2021-12-25,Other,12,1
CUST09400,2021-06-17,Other,8,1
CUST05556,2021-09-09,Login Issue,2,2
CUST05545,2021-08-20,Service Down,10,2
CUST08930,2021-06-17,Account Blocked,8,5
CUST03728,2021-03-18,Other,13,1
CUST02340,2021-11-22,Login Issue,5,2
CUST07903,2021-02-09,Service Down,5,5
CUST02799,2021-02-17,Service Down,10,1
CUST09552,2021-10-30,Payment Issue,10,5
CUST06725,2021-07-07,Service Down,3,3
CUST01790,2021-03-23,Account Blocked,12,4
CUST02720,2021-09-05,Payment Issue,2,4
CUST05354,2021-03-02,Login Issue,3,2
CUST06821,2021-01-27,Account Blocked,7,1
CUST08974,2021-10-27,Service Down,3,2
CUST06541,2021-04-18,Service Down,5,4
CUST03582,2021-02-22,Payment Issue,9,5
CUST06209,2021-07-02,Service Down,8,5
CUST06605,2021-04-12,Account Blocked,3,4
CUST05537,2021-06-14,Service Down,12,1
CUST06814,2021-04-12,Payment Issue,9,5
CUST02445,2021-05-15,Account Blocked,9,4
CUST06400,2021-07-28,Service Down,12,3
CUST00414,2021-02-10,Account Blocked,2,5
CUST06520,2021-10-29,Login Issue,3,3
CUST06224,2021-12-09,Service Down,12,3
CUST05656,2021-10-10,Payment Issue,10,4
CUST01661,2021-06-23,Other,1,2
CUST03412,2021-02-22,Payment Issue,3,4
CUST03211,2021-12-10,Account Blocked,2,3
CUST05116,2021-04-01,Account Blocked,2,3
CUST09060,2021-11-02,Account Blocked,12,4
CUST02103,2021-05-02,Payment Issue,14,4
CUST01075,2021-01-23,Payment Issue,8,1
CUST07070,2021-10-11,Service Down,8,3
CUST04673,2021-06-09,Other,9,3
CUST08897,2021-07-16,Service Down,7,1
CUST06198,2021-03-24,Login Issue,13,1
CUST06427,2021-01-07,Account Blocked,1,3
CUST01558,2021-03-29,Login Issue,10,5
CUST04240,2021-12-24,Login Issue,1,5
CUST02854,2021-07-22,Login Issue,13,4
CUST06290,2021-03-18,Other,11,1
CUST08283,2021-02-12,Account Blocked,10,5
CUST07237,2021-08-12,Payment Issue,11,2
CUST02749,2021-02-07,Login Issue,5,3
CUST09213,2021-09-16,Service Down,12,2
CUST05439,2021-07-14,Account Blocked,14,1
CUST08997,2021-08-04,Service Down,1,2
CUST06048,2021-01-21,Service Down,5,4
CUST09406,2021-06-13,Payment Issue,12,1
CUST07687,2021-08-18,Login Issue,3,4
CUST06801,2021-04-22,Service Down,4,2
CUST08206,2021-11-04,Login Issue,3,5
CUST07656,2021-06-26,Other,4,4
CUST06839,2021-11-17,Account Blocked,13,2
CUST07132,2021-06-27,Other,3,2
CUST06354,2021-07-27,Payment Issue,12,1
CUST00937,2021-08-02,Payment Issue,7,2
CUST00422,2021-08-17,Login Issue,13,3
CUST04028,2021-03-08,Login Issue,11,5
CUST00212,2021-08-03,Account Blocked,7,3
CUST04852,2021-06-05,Account Blocked,4,4
CUST02721,2021-06-28,Payment Issue,9,3
CUST04394,2021-08-28,Other,12,5
CUST06620,2021-05-18,Other,6,2
CUST03295,2021-11-01,Other,6,5
CUST04630,2021-06-03,Other,12,5
CUST01772,2021-06-19,Payment Issue,3,1
CUST04132,2021-01-12,Other,14,2
CUST05959,2021-10-03,Service Down,3,2
CUST09581,2021-07-11,Login Issue,13,4
CUST08761,2021-08-21,Login Issue,14,3
CUST06703,2021-02-27,Login Issue,12,4
CUST08587,2021-07-12,Login Issue,2,1
CUST07740,2021-10-12,Login Issue,8,1
CUST04331,2021-07-21,Other,14,3
CUST06610,2021-11-10,Payment Issue,2,3
CUST05122,2021-11-26,Service Down,7,2
CUST01467,2021-10-10,Login Issue,3,3
CUST06386,2021-05-28,Other,12,3
CUST01464,2021-04-21,Service Down,4,5
CUST00067,2021-11-15,Other,2,4
CUST07212,2021-09-22,Account Blocked,8,4
CUST03646,2021-08-14,Other,5,4
CUST07913,2021-04-22,Other,2,1
CUST05009,2021-01-14,Other,9,4
CUST07066,2021-08-05,Login Issue,3,1
CUST01489,2021-04-06,Service Down,5,2
CUST09874,2021-02-22,Payment Issue,10,4
CUST01714,2021-08-21,Login Issue,6,4
CUST07063,2021-01-07,Login Issue,6,4
CUST02264,2021-12-17,Account Blocked,1,2
CUST02245,2021-04-02,Service Down,13,4
CUST07494,2021-11-25,Payment Issue,13,1
CUST00517,2021-01-21,Login Issue,4,3
CUST09424,2021-03-15,Account Blocked,13,1
CUST07299,2021-05-15,Account Blocked,3,5
CUST02015,2021-06-10,Other,7,2
CUST08392,2021-07-04,Account Blocked,7,2
CUST08485,2021-12-27,Payment Issue,9,2
CUST09399,2021-04-26,Other,5,4
CUST06217,2021-01-11,Service Down,8,4
CUST07999,2021-03-10,Other,2,3
CUST04332,2021-11-09,Account Blocked,9,5
CUST01706,2021-06-29,Service Down,1,2
CUST00012,2021-03-08,Payment Issue,1,1
CUST02075,2021-12-09,Payment Issue,4,1
CUST09965,2021-06-14,Payment Issue,14,1
CUST02250,2021-04-27,Service Down,13,1
CUST00488,2021-02-15,Payment Issue,3,1
CUST00607,2021-11-28,Login Issue,8,1
CUST06888,2021-05-24,Service Down,2,2
CUST05543,2021-01-06,Account Blocked,9,3
CUST04737,2021-01-25,Payment Issue,9,5
CUST09823,2021-06-26,Payment Issue,9,1
CUST00949,2021-06-19,Other,12,4
CUST01580,2021-03-29,Payment Issue,9,5
CUST05598,2021-09-27,Login Issue,10,4
CUST09562,2021-07-29,Service Down,8,2
CUST00578,2021-08-11,Service Down,8,5
CUST05419,2021-01-03,Other,7,4
CUST04535,2021-07-29,Login Issue,1,5
CUST05651,2021-03-08,Payment Issue,12,2
CUST02516,2021-06-27,Account Blocked,14,5
CUST02723,2021-04-27,Other,4,3
CUST08094,2021-01-30,Other,11,3
CUST04846,2021-07-11,Service Down,8,5
